Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,Highway MPG,City MPG,Popularity,MSRP,Total MPG,Price per HP
Nissan,350Z,2008,regular unleaded,306,6,manual,rear wheel drive,2,high-performance,compact,coupe,25,18,2009,33340,21.5,109
Nissan,350Z,2008,regular unleaded,306,6,automatic,rear wheel drive,2,high-performance,compact,convertible,23,17,2009,37280,20.0,122
Nissan,350Z,2009,regular unleaded,306,6,manual,rear wheel drive,2,high-performance,compact,convertible,24,17,2009,41570,20.5,136
Nissan,350Z,2009,regular unleaded,306,6,manual,rear wheel drive,2,high-performance,compact,convertible,24,17,2009,36870,20.5,120
Nissan,350Z,2009,regular unleaded,306,6,automatic,rear wheel drive,2,high-performance,compact,convertible,23,17,2009,42570,20.0,139
Nissan,350Z,2009,regular unleaded,306,6,automatic,rear wheel drive,2,high-performance,compact,convertible,23,17,2009,37870,20.0,124
Nissan,350Z,2009,regular unleaded,306,6,manual,rear wheel drive,2,high-performance,compact,convertible,24,17,2009,39220,20.5,128
Nissan,350Z,2009,regular unleaded,306,6,automatic,rear wheel drive,2,high-performance,compact,convertible,23,17,2009,40220,20.0,131
Ferrari,360,2002,premium unleaded (required),400,8,manual,rear wheel drive,2,"exotic,high-performance",compact,convertible,15,10,2774,160829,12.5,402
Ferrari,360,2002,premium unleaded (required),400,8,manual,rear wheel drive,2,"exotic,high-performance",compact,coupe,15,10,2774,140615,12.5,352
Ferrari,360,2002,premium unleaded (required),400,8,automated_manual,rear wheel drive,2,"exotic,high-performance",compact,coupe,15,10,2774,150694,12.5,377
Ferrari,360,2002,premium unleaded (required),400,8,automated_manual,rear wheel drive,2,"exotic,high-performance",compact,convertible,15,10,2774,170829,12.5,427
Ferrari,360,2003,premium unleaded (required),400,8,manual,rear wheel drive,2,"exotic,high-performance",compact,convertible,15,10,2774,165986,12.5,415
Ferrari,360,2003,premium unleaded (required),400,8,automated_manual,rear wheel drive,2,"exotic,high-performance",compact,coupe,15,10,2774,154090,12.5,385
Ferrari,360,2003,premium unleaded (required),400,8,manual,rear wheel drive,2,"exotic,high-performance",compact,coupe,15,10,2774,143860,12.5,360
Ferrari,360,2003,premium unleaded (required),400,8,automated_manual,rear wheel drive,2,"exotic,high-performance",compact,convertible,15,10,2774,176287,12.5,441
Ferrari,360,2004,premium unleaded (required),400,8,automated_manual,rear wheel drive,2,"exotic,high-performance",compact,coupe,15,10,2774,157767,12.5,394
Ferrari,360,2004,premium unleaded (required),425,8,automated_manual,rear wheel drive,2,"exotic,factory tuner,high-performance",compact,coupe,15,10,2774,187124,12.5,440
Ferrari,360,2004,premium unleaded (required),400,8,manual,rear wheel drive,2,"exotic,high-performance",compact,coupe,15,10,2774,147332,12.5,368
Ferrari,360,2004,premium unleaded (required),400,8,manual,rear wheel drive,2,"exotic,high-performance",compact,convertible,15,10,2774,169900,12.5,425
Ferrari,360,2004,premium unleaded (required),400,8,automated_manual,rear wheel drive,2,"exotic,high-performance",compact,convertible,15,10,2774,180408,12.5,451
Nissan,370Z,2015,premium unleaded (required),350,6,automatic,rear wheel drive,2,"factory tuner,high-performance",compact,coupe,26,19,2009,46790,22.5,134
Nissan,370Z,2015,premium unleaded (required),332,6,manual,rear wheel drive,2,high-performance,compact,convertible,24,17,2009,48100,20.5,145
Nissan,370Z,2015,premium unleaded (required),332,6,manual,rear wheel drive,2,high-performance,compact,coupe,26,18,2009,29990,22.0,90
Nissan,370Z,2015,premium unleaded (required),332,6,automatic,rear wheel drive,2,high-performance,compact,convertible,25,18,2009,41820,21.5,126
Nissan,370Z,2015,premium unleaded (required),332,6,automatic,rear wheel drive,2,high-performance,compact,coupe,26,19,2009,31290,22.5,94
Nissan,370Z,2015,premium unleaded (required),332,6,automatic,rear wheel drive,2,high-performance,compact,coupe,26,19,2009,34870,22.5,105
Nissan,370Z,2015,premium unleaded (required),332,6,manual,rear wheel drive,2,high-performance,compact,coupe,26,18,2009,33570,22.0,101
Nissan,370Z,2015,premium unleaded (required),332,6,automatic,rear wheel drive,2,high-performance,compact,convertible,25,18,2009,46570,21.5,140
Nissan,370Z,2015,premium unleaded (required),332,6,manual,rear wheel drive,2,high-performance,compact,coupe,26,18,2009,37970,22.0,114
Nissan,370Z,2015,premium unleaded (required),332,6,manual,rear wheel drive,2,high-performance,compact,coupe,26,18,2009,37070,22.0,112
Nissan,370Z,2015,premium unleaded (required),332,6,automatic,rear wheel drive,2,high-performance,compact,convertible,25,18,2009,49400,21.5,149
Nissan,370Z,2015,premium unleaded (required),332,6,manual,rear wheel drive,2,high-performance,compact,convertible,24,17,2009,45270,20.5,136
Nissan,370Z,2015,premium unleaded (required),332,6,automatic,rear wheel drive,2,high-performance,compact,coupe,26,19,2009,39270,22.5,118
Nissan,370Z,2015,premium unleaded (required),350,6,manual,rear wheel drive,2,"factory tuner,high-performance",compact,coupe,26,18,2009,45490,22.0,130
Nissan,370Z,2015,premium unleaded (required),350,6,manual,rear wheel drive,2,"factory tuner,high-performance",compact,coupe,26,18,2009,41990,22.0,120
Nissan,370Z,2015,premium unleaded (required),332,6,automatic,rear wheel drive,2,high-performance,compact,coupe,26,19,2009,38370,22.5,116
Nissan,370Z,2015,premium unleaded (required),350,6,automatic,rear wheel drive,2,"factory tuner,high-performance",compact,coupe,26,19,2009,43290,22.5,124
Nissan,370Z,2016,premium unleaded (required),332,6,automatic,rear wheel drive,2,high-performance,compact,convertible,25,18,2009,41820,21.5,126
Nissan,370Z,2016,premium unleaded (required),332,6,manual,rear wheel drive,2,high-performance,compact,convertible,24,17,2009,48100,20.5,145
Nissan,370Z,2016,premium unleaded (required),350,6,automatic,rear wheel drive,2,"factory tuner,high-performance",compact,coupe,26,19,2009,43290,22.5,124
Nissan,370Z,2016,premium unleaded (required),332,6,automatic,rear wheel drive,2,high-performance,compact,coupe,26,19,2009,39270,22.5,118
Nissan,370Z,2016,premium unleaded (required),332,6,automatic,rear wheel drive,2,high-performance,compact,coupe,26,19,2009,34870,22.5,105
Nissan,370Z,2016,premium unleaded (required),350,6,manual,rear wheel drive,2,"factory tuner,high-performance",compact,coupe,26,18,2009,41990,22.0,120
Nissan,370Z,2016,premium unleaded (required),332,6,automatic,rear wheel drive,2,high-performance,compact,coupe,26,19,2009,38370,22.5,116
Nissan,370Z,2016,premium unleaded (required),332,6,manual,rear wheel drive,2,high-performance,compact,convertible,24,17,2009,45270,20.5,136
Nissan,370Z,2016,premium unleaded (required),350,6,manual,rear wheel drive,2,"factory tuner,high-performance",compact,coupe,26,18,2009,45490,22.0,130
Nissan,370Z,2016,premium unleaded (required),332,6,manual,rear wheel drive,2,high-performance,compact,coupe,26,18,2009,29990,22.0,90
Nissan,370Z,2016,premium unleaded (required),332,6,automatic,rear wheel drive,2,high-performance,compact,convertible,25,18,2009,46570,21.5,140
Nissan,370Z,2016,premium unleaded (required),350,6,automatic,rear wheel drive,2,"factory tuner,high-performance",compact,coupe,26,19,2009,46790,22.5,134
Nissan,370Z,2016,premium unleaded (required),332,6,automatic,rear wheel drive,2,high-performance,compact,convertible,25,18,2009,49400,21.5,149
Nissan,370Z,2016,premium unleaded (required),332,6,manual,rear wheel drive,2,high-performance,compact,coupe,26,18,2009,37070,22.0,112
Nissan,370Z,2016,premium unleaded (required),332,6,automatic,rear wheel drive,2,high-performance,compact,coupe,26,19,2009,31290,22.5,94
Nissan,370Z,2016,premium unleaded (required),332,6,manual,rear wheel drive,2,high-performance,compact,coupe,26,18,2009,37970,22.0,114
Nissan,370Z,2016,premium unleaded (required),332,6,manual,rear wheel drive,2,high-performance,compact,coupe,26,18,2009,33570,22.0,101
Nissan,370Z,2017,premium unleaded (required),332,6,manual,rear wheel drive,2,high-performance,compact,coupe,26,18,2009,37970,22.0,114
Nissan,370Z,2017,premium unleaded (required),332,6,automatic,rear wheel drive,2,high-performance,compact,coupe,26,19,2009,38370,22.5,116
Nissan,370Z,2017,premium unleaded (required),332,6,automatic,rear wheel drive,2,high-performance,compact,coupe,26,19,2009,34870,22.5,105
Nissan,370Z,2017,premium unleaded (required),332,6,manual,rear wheel drive,2,high-performance,compact,coupe,26,18,2009,29990,22.0,90
Nissan,370Z,2017,premium unleaded (required),350,6,manual,rear wheel drive,2,"factory tuner,high-performance",compact,coupe,26,18,2009,45490,22.0,130
Nissan,370Z,2017,premium unleaded (required),350,6,manual,rear wheel drive,2,"factory tuner,high-performance",compact,coupe,26,18,2009,41990,22.0,120
Nissan,370Z,2017,premium unleaded (required),332,6,manual,rear wheel drive,2,high-performance,compact,convertible,24,17,2009,45270,20.5,136
Nissan,370Z,2017,premium unleaded (required),332,6,manual,rear wheel drive,2,high-performance,compact,coupe,26,18,2009,33570,22.0,101
Nissan,370Z,2017,premium unleaded (required),332,6,manual,rear wheel drive,2,high-performance,compact,convertible,24,17,2009,48100,20.5,145
Nissan,370Z,2017,premium unleaded (required),332,6,automatic,rear wheel drive,2,high-performance,compact,coupe,26,19,2009,39270,22.5,118
Nissan,370Z,2017,premium unleaded (required),332,6,automatic,rear wheel drive,2,high-performance,compact,convertible,25,18,2009,46570,21.5,140
Nissan,370Z,2017,premium unleaded (required),332,6,automatic,rear wheel drive,2,high-performance,compact,convertible,25,18,2009,49400,21.5,149
Nissan,370Z,2017,premium unleaded (required),332,6,manual,rear wheel drive,2,high-performance,compact,coupe,26,18,2009,37070,22.0,112
Nissan,370Z,2017,premium unleaded (required),332,6,automatic,rear wheel drive,2,high-performance,compact,convertible,25,18,2009,41820,21.5,126
Nissan,370Z,2017,premium unleaded (required),350,6,automatic,rear wheel drive,2,"factory tuner,high-performance",compact,coupe,26,19,2009,46790,22.5,134
Nissan,370Z,2017,premium unleaded (required),350,6,automatic,rear wheel drive,2,"factory tuner,high-performance",compact,coupe,26,19,2009,43290,22.5,124
Nissan,370Z,2017,premium unleaded (required),332,6,automatic,rear wheel drive,2,high-performance,compact,coupe,26,19,2009,31290,22.5,94
Mazda,3,2015,regular unleaded,184,4,manual,front wheel drive,4,performance,compact,sedan,37,25,586,25045,31.0,136
Mazda,3,2015,regular unleaded,184,4,automatic,front wheel drive,4,performance,compact,sedan,39,28,586,26095,33.5,142
Mazda,3,2015,regular unleaded,155,4,automatic,front wheel drive,4,unspecified,compact,sedan,41,30,586,23795,35.5,154
Mazda,3,2015,regular unleaded,155,4,manual,front wheel drive,4,hatchback,compact,sedan,41,29,586,19595,35.0,126
Mazda,3,2015,regular unleaded,155,4,manual,front wheel drive,4,unspecified,compact,sedan,41,29,586,18445,35.0,119
Mazda,3,2015,regular unleaded,184,4,manual,front wheel drive,4,performance,compact,sedan,37,25,586,23845,31.0,130
Mazda,3,2015,regular unleaded,184,4,automatic,front wheel drive,4,"hatchback,performance",compact,4dr hatchback,37,27,586,25395,32.0,138
Mazda,3,2015,regular unleaded,184,4,automatic,front wheel drive,4,performance,compact,sedan,39,28,586,24895,33.5,135
Mazda,3,2015,regular unleaded,184,4,manual,front wheel drive,4,"hatchback,performance",compact,4dr hatchback,35,26,586,25545,30.5,139
Mazda,3,2015,regular unleaded,155,4,automatic,front wheel drive,4,hatchback,compact,4dr hatchback,40,30,586,24295,35.0,157
Mazda,3,2015,regular unleaded,155,4,automatic,front wheel drive,4,hatchback,compact,sedan,41,30,586,19495,35.5,126
Mazda,3,2015,regular unleaded,155,4,manual,front wheel drive,4,hatchback,compact,4dr hatchback,40,29,586,20095,34.5,130
Mazda,3,2015,regular unleaded,155,4,automatic,front wheel drive,4,hatchback,compact,4dr hatchback,40,30,586,19995,35.0,129
Mazda,3,2015,regular unleaded,155,4,automatic,front wheel drive,4,hatchback,compact,4dr hatchback,40,30,586,21145,35.0,136
Mazda,3,2015,regular unleaded,155,4,manual,front wheel drive,4,hatchback,compact,4dr hatchback,40,29,586,23245,34.5,150
Mazda,3,2015,regular unleaded,155,4,manual,front wheel drive,4,unspecified,compact,sedan,41,29,586,16945,35.0,109
Mazda,3,2015,regular unleaded,184,4,manual,front wheel drive,4,"hatchback,performance",compact,4dr hatchback,35,26,586,24345,30.5,132
Mazda,3,2015,regular unleaded,155,4,automatic,front wheel drive,4,"hatchback,hybrid",compact,sedan,41,30,586,20645,35.5,133
Mazda,3,2015,regular unleaded,155,4,manual,front wheel drive,4,hatchback,compact,4dr hatchback,40,29,586,18945,34.5,122
Mazda,3,2015,regular unleaded,184,4,automatic,front wheel drive,4,"hatchback,performance",compact,4dr hatchback,37,27,586,26595,32.0,145
Mazda,3,2015,regular unleaded,155,4,manual,front wheel drive,4,unspecified,compact,sedan,41,29,586,22745,35.0,147
Mazda,3,2015,regular unleaded,155,4,automatic,front wheel drive,4,hatchback,compact,sedan,41,30,586,17995,35.5,116
Mazda,3,2016,regular unleaded,155,4,manual,front wheel drive,4,unspecified,compact,sedan,41,29,586,22545,35.0,145
Mazda,3,2016,regular unleaded,155,4,automatic,front wheel drive,4,hatchback,compact,sedan,41,30,586,21095,35.5,136
Mazda,3,2016,regular unleaded,184,4,automatic,front wheel drive,4,"hatchback,performance",compact,4dr hatchback,37,27,586,25495,32.0,139
Mazda,3,2016,regular unleaded,155,4,manual,front wheel drive,4,hatchback,compact,4dr hatchback,40,29,586,20745,34.5,134
Mazda,3,2016,regular unleaded,155,4,automatic,front wheel drive,4,hatchback,compact,4dr hatchback,40,30,586,24295,35.0,157
Mazda,3,2016,regular unleaded,155,4,automatic,front wheel drive,4,crossover,compact,sedan,41,30,586,23595,35.5,152
Mazda,3,2016,regular unleaded,155,4,automatic,front wheel drive,4,hatchback,compact,4dr hatchback,40,30,586,21795,35.0,141
Mazda,3,2016,regular unleaded,155,4,manual,front wheel drive,4,hatchback,compact,sedan,41,29,586,17845,35.0,115
Mazda,3,2016,regular unleaded,184,4,automatic,front wheel drive,4,"hatchback,performance",compact,4dr hatchback,37,27,586,26495,32.0,144
Mazda,3,2016,regular unleaded,184,4,manual,front wheel drive,4,performance,compact,sedan,37,25,586,24745,31.0,134
Mazda,3,2016,regular unleaded,155,4,automatic,front wheel drive,4,hatchback,compact,sedan,41,30,586,18895,35.5,122
Mazda,3,2016,regular unleaded,155,4,automatic,front wheel drive,4,hatchback,compact,4dr hatchback,40,30,586,19595,35.0,126
Mazda,3,2016,regular unleaded,155,4,manual,front wheel drive,4,hatchback,compact,4dr hatchback,40,29,586,23245,34.5,150
Mazda,3,2016,regular unleaded,155,4,manual,front wheel drive,4,hatchback,compact,4dr hatchback,40,29,586,18545,34.5,120
Mazda,3,2016,regular unleaded,184,4,automatic,front wheel drive,4,performance,compact,sedan,39,28,586,25795,33.5,140
Mazda,3,2016,regular unleaded,155,4,manual,front wheel drive,4,unspecified,compact,sedan,41,29,586,20045,35.0,129
Mazda,3,2016,regular unleaded,184,4,manual,front wheel drive,4,"hatchback,performance",compact,4dr hatchback,35,26,586,25445,30.5,138
Mazda,3,2016,regular unleaded,184,4,automatic,front wheel drive,4,performance,compact,sedan,39,28,586,24795,33.5,135
Mazda,3,2017,regular unleaded,155,4,automatic,front wheel drive,4,hatchback,midsize,sedan,37,28,586,21495,32.5,139
Mazda,3,2017,regular unleaded,155,4,manual,front wheel drive,4,hatchback,midsize,sedan,37,27,586,17845,32.0,115
Mazda,3,2017,regular unleaded,184,4,manual,front wheel drive,4,performance,midsize,sedan,34,25,586,23145,29.5,126
Mazda,3,2017,regular unleaded,184,4,automatic,front wheel drive,4,performance,midsize,sedan,36,27,586,24195,31.5,131
Mazda,3,2017,regular unleaded,155,4,automatic,front wheel drive,4,hatchback,compact,4dr hatchback,37,28,586,20145,32.5,130
Mazda,3,2017,regular unleaded,184,4,automatic,front wheel drive,4,"hatchback,performance",compact,4dr hatchback,35,26,586,24945,30.5,136
Mazda,3,2017,regular unleaded,184,4,manual,front wheel drive,4,"hatchback,performance",compact,4dr hatchback,33,25,586,23895,29.0,130
Mazda,3,2017,regular unleaded,155,4,manual,front wheel drive,4,hatchback,compact,4dr hatchback,37,27,586,19095,32.0,123
Mazda,3,2017,regular unleaded,184,4,automatic,front wheel drive,4,"hatchback,performance",compact,4dr hatchback,35,26,586,23445,30.5,127
Mazda,3,2017,regular unleaded,155,4,automatic,front wheel drive,4,hatchback,midsize,sedan,37,28,586,18895,32.5,122
Mazda,3,2017,regular unleaded,155,4,automatic,front wheel drive,4,hatchback,compact,4dr hatchback,37,28,586,22245,32.5,144
Mazda,3,2017,regular unleaded,184,4,manual,front wheel drive,4,"hatchback,performance",compact,4dr hatchback,33,25,586,22395,29.0,122
Mazda,3,2017,regular unleaded,155,4,manual,front wheel drive,4,unspecified,midsize,sedan,37,27,586,20445,32.0,132
BMW,4 Series Gran Coupe,2015,premium unleaded (required),240,4,automatic,all wheel drive,4,luxury,midsize,sedan,33,22,3916,42300,27.5,176
BMW,4 Series Gran Coupe,2015,premium unleaded (required),240,4,automatic,rear wheel drive,4,luxury,midsize,sedan,34,23,3916,40300,28.5,168
BMW,4 Series Gran Coupe,2015,premium unleaded (required),300,6,automatic,rear wheel drive,4,"luxury,performance",midsize,sedan,32,21,3916,45800,26.5,153
BMW,4 Series Gran Coupe,2015,premium unleaded (required),300,6,automatic,all wheel drive,4,"luxury,performance",midsize,sedan,31,20,3916,47800,25.5,159
BMW,4 Series Gran Coupe,2016,premium unleaded (required),240,4,automatic,all wheel drive,4,luxury,midsize,sedan,34,22,3916,43650,28.0,182
BMW,4 Series Gran Coupe,2016,premium unleaded (required),300,6,automatic,all wheel drive,4,"luxury,performance",midsize,sedan,30,20,3916,49950,25.0,166
BMW,4 Series Gran Coupe,2016,premium unleaded (required),300,6,automatic,rear wheel drive,4,"luxury,performance",midsize,sedan,31,20,3916,47950,25.5,160
BMW,4 Series Gran Coupe,2016,premium unleaded (required),240,4,automatic,rear wheel drive,4,luxury,midsize,sedan,34,23,3916,41650,28.5,174
BMW,4 Series Gran Coupe,2017,premium unleaded (recommended),320,6,automatic,rear wheel drive,4,"luxury,high-performance",midsize,sedan,32,21,3916,48300,26.5,151
BMW,4 Series Gran Coupe,2017,premium unleaded (recommended),320,6,automatic,all wheel drive,4,"luxury,performance",midsize,sedan,31,21,3916,50300,26.0,157
BMW,4 Series Gran Coupe,2017,premium unleaded (recommended),248,4,automatic,all wheel drive,4,luxury,midsize,sedan,33,23,3916,43950,28.0,177
